"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\books_app.dart", "Dart", 39, 1, 2, 42
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\assets.dart", "Dart", 4, 0, 1, 5
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\colors.dart", "Dart", 2, 1, 2, 5
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\constants.dart", "Dart", 4, 0, 1, 5
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\endpoints.dart", "Dart", 11, 0, 4, 15
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\errors\failure.dart", "Dart", 57, 2, 8, 67
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\app_bloc_providers.dart", "Dart", 29, 0, 3, 32
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\init_app_configs.dart", "Dart", 15, 0, 1, 16
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\init_hive.dart", "Dart", 7, 0, 1, 8
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\save_books.dart", "Dart", 6, 0, 2, 8
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\setup_service_locator.dart", "Dart", 17, 0, 4, 21
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\network\api_service.dart", "Dart", 21, 1, 10, 32
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\network\check_internet.dart", "Dart", 5, 0, 2, 7
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\network\execute_request.dart", "Dart", 12, 2, 1, 15
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\network\initial_dio.dart", "Dart", 35, 4, 6, 45
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\routes\appRouters.dart", "Dart", 29, 0, 3, 32
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\routes\authGuard.dart", "Dart", 25, 4, 7, 36
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\routes\paths_routes.dart", "Dart", 7, 0, 3, 10
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\theme\styles.dart", "Dart", 23, 0, 8, 31
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\userCases\no_param_use_case.dart", "Dart", 5, 0, 2, 7
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\userCases\use_case.dart", "Dart", 5, 0, 2, 7
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\userCases\usecase.dart", "Dart", 6, 0, 3, 9
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\bloc_observer.dart", "Dart", 21, 4, 6, 31
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\manager\locale_cubit.dart", "Dart", 8, 0, 3, 11
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\service_locator.dart", "Dart", 41, 8, 8, 57
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\utils\token_storage.dart", "Dart", 19, 0, 6, 25
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\widgets\custom_button.dart", "Dart", 32, 0, 3, 35
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\data\data_sourse\auth_remote_data_source.dart", "Dart", 34, 0, 6, 40
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\data\models\auth_model.dart", "Dart", 21, 0, 4, 25
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\data\repo\auth_repo_impl.dart", "Dart", 34, 0, 5, 39
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\entity\auth_entity.dart", "Dart", 10, 0, 2, 12
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\entity\login_entity.dart", "Dart", 5, 0, 1, 6
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\entity\signup_entity.dart", "Dart", 10, 0, 1, 11
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\repo\auth_repo.dart", "Dart", 7, 0, 1, 8
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\user_cases\login_usecase.dart", "Dart", 18, 0, 6, 24
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\domain\user_cases\register_usecase.dart", "Dart", 27, 0, 6, 33
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\manger\auth_cubit.dart", "Dart", 38, 0, 7, 45
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\manger\auth_state.dart", "Dart", 13, 0, 6, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\views\login.dart", "Dart", 205, 0, 7, 212
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\auth\presentaion\views\sign_up.dart", "Dart", 220, 0, 8, 228
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\data_sources\home_local_data_source.dart", "Dart", 29, 0, 10, 39
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\data_sources\remote_data_source.dart", "Dart", 39, 0, 13, 52
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\models\books_model\books_model.dart", "Dart", 48, 1, 5, 54
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\data\repos\home_repo_impl.dart", "Dart", 55, 0, 8, 63
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\entity\book_entity.dart", "Dart", 25, 1, 3, 29
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\entity\book_entity.g.dart", "Dart", 45, 4, 8, 57
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\repos\home_repo.dart", "Dart", 7, 0, 2, 9
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\user_cases\fetch_books_use_case.dart", "Dart", 14, 0, 5, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\features\home\domain\user_cases\fetch_newest_use_case.dart", "Dart", 14, 1, 5, 20
