"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\books_app.dart", "Dart", -39, -1, -2, -42
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\common\enums\language_type.dart", "Dart", 11, 0, 2, 13
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\common\enums\password_strength.dart", "Dart", 1, 0, 2, 3
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\common\type_def\typesdef.dart", "Dart", 8, 4, 7, 19
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\app\app_constants.dart", "Dart", 22, 5, 6, 33
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\app\app_strings.dart", "Dart", 18, 2, 2, 22
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\colors.dart", "Dart", -2, -1, -2, -5
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\constants.dart", "Dart", -4, 0, -1, -5
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\constants\endpoints.dart", "Dart", 1, 1, 0, 2
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\di\service_locator.dart", "Dart", 41, 8, 8, 57
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\errors\exception.dart", "Dart", 0, 0, 1, 1
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\errors\failure.dart", "Dart", -47, -2, -6, -55
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\app_bloc_providers.dart", "Dart", -29, 0, -3, -32
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\init_app_configs.dart", "Dart", -15, 0, -1, -16
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\init_hive.dart", "Dart", -7, 0, -1, -8
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\save_books.dart", "Dart", -6, 0, -2, -8
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\functions\setup_service_locator.dart", "Dart", -17, 0, -4, -21
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\l10n\app_localizations.dart", "Dart", 50, 72, 20, 142
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\l10n\app_localizations_ar.dart", "Dart", 10, 3, 5, 18
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\l10n\app_localizations_en.dart", "Dart", 10, 3, 5, 18
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\l10n\locale_cubit.dart", "Dart", 9, 0, 3, 12
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\network\dio_error_handler.dart", "Dart", 34, 2, 8, 44
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\network\execute_request.dart", "Dart", 1, 8, 1, 10
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\network\initial_dio.dart", "Dart", 26, 4, 3, 33
"c:\Users\Bashar Al-himyary\Desktop\All Project\flutter\clean_architecture\lib\core\routes\appRouters.dart", "Dart", 10, 4, 0, 14
